1	0301	あまえんレコ発企画 " amaen march!!! "	あまえん / ケバブジョンソン / paionia / Sir Oriental Orchestrabr2n FOOD：あまあま飯店br2n 出店：ぽんず家 (羊毛フェルト)	■開場/開演：18:00/18:30br2n ■前売/当日：¥1,500/¥2,000 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0302	" 夜が明けたら vol.4 "	蛸地蔵 / 津田小唄 / はなし / にたないけん / スカートめくり / ベロニカ / br2n ロバートdeピーコbr2n 出店：出張！もえちゃんバー / たおマヲフリマ	■開場/開演：17:30/18:00br2n ■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0303	" Motion day! "	遠藤要 (札幌) / 増田和一郎 / トヨ / ささきたかゆき / はるお幕府 (28才)	■開場/開演：18:30/19:00br2n ■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0304	" Motion day! "	マチルダ / ボクノクロエ / 鯛 / フジーシンゴ (march)	■開場/開演：18:30/19:00br2n ■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0305	" sign "	こゆび / 浮遊スル猫 / 指先ノハク / それでも尚、未来に媚びる (大阪) / br2n サヨナラパレード	■開場/開演：18:00/18:30br2n ■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion)/受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0306	" きのうみたゆめ "	銀河スープ / HELLO AND ROLL / SCA (大阪) / やまのいゆずる / br2n yamaguchi shintarou	■開場/開演：18:00/18:30 br2n ■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0307	" New Creation "	ロア / サーティーン / Emily likes tennis / 333(bababa) (大阪) / BLONDnewHALF (神戸) / HOMMヨ	■開場/開演：17:30/18:00br2n ■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n ★「New Creation」の半券持参でチケット代半額!! [D別 ¥500]br2n ★高校生以下チケット代無料!!【※要学生証】 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0309	ぽわん企画「DOKIDOKI 初体験」	ぽわん / モルヒネ東京 / ふぇのたす	■開場/開演：18:30/19:00 br2n ■前売/当日：¥2,300/¥2,500 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion)/受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0310	" Bloom Monday！ "	硝子越しの暴走 / ごっこ / yamaguchi shintarou / タケドウ (群青の雨)	■開場/開演：18:30/19:00br2n ■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0311	" New Creation "	BOSSSTON CRUIZING MANIA / ヤーチャイカ / タカハシヒョウリ (オワリカラ) / 壊れかけのテープレコーダーズ / illMilliliter	■開場/開演：18:00/18:30br2n ■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n ★「New Creation」の半券持参でチケット代半額!! [D別 ¥500]br2n ★高校生以下チケット代無料!!【※要学生証】 [D別 ¥500]br2n ■席種：スタンディングbr2n ■チケット発売中br2n ■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n 22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
